Set	ExtraCondition	PrimeLanguage	PrimeType	TargetType	TargetLanguage	PrimeSentence	TargetSentence	FullSentence
Set39	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The clown gives a jug to the sailor	The chef gives a gun to the boxer	The clown gives a jug to the sailor. The chef gives a gun to the boxer.
Set39	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The clown shows the sailor a banana	The chef gives the boxer a gun	The clown shows the sailor a banana. The chef gives the boxer a gun.
Set39	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The clown shows the sailor a banana	The chef gives a gun to the boxer	The clown shows the sailor a banana. The chef gives a gun to the boxer.
Set39	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The clown shows a banana to the sailor	The chef gives the boxer a gun	The clown shows a banana to the sailor. The chef gives the boxer a gun.
Set39	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The clown shows a banana to the sailor	The chef gives a gun to the boxer	The clown shows a banana to the sailor. The chef gives a gun to the boxer.
Set40	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The painter hands the doctor a pie	The monk hands the boxer an apple	The painter hands the doctor a pie. The monk hands the boxer an apple.
Set40	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The painter hands the doctor a pie	The monk hands an apple to the boxer	The painter hands the doctor a pie. The monk hands an apple to the boxer.
Set40	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The painter hands a pie to the doctor	The monk hands the boxer an apple	The painter hands a pie to the doctor. The monk hands the boxer an apple.
Set40	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The painter hands a pie to the doctor	The monk hands an apple to the boxer	The painter hands a pie to the doctor. The monk hands an apple to the boxer.
Set40	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher offers the chef a banana	The monk hands the boxer an apple	The teacher offers the chef a banana. The monk hands the boxer an apple.
Set40	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher offers the chef a banana	The monk hands an apple to the boxer	The teacher offers the chef a banana. The monk hands an apple to the boxer.
Set40	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher offers a banana to the chef	The monk hands the boxer an apple	The teacher offers a banana to the chef. The monk hands the boxer an apple.
Set40	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher offers a banana to the chef	The monk hands an apple to the boxer	The teacher offers a banana to the chef. The monk hands an apple to the boxer.
Set41	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The chef gives the prisoner a gun	The nun gives the soldier a book	The chef gives the prisoner a gun. The nun gives the soldier a book.
Set41	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The chef gives the prisoner a gun	The gun gives a book to the soldier	The chef gives the prisoner a gun. The gun gives a book to the soldier.
Set41	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The chef gives a gun to the prisoner	The nun gives the soldier a book	The chef gives a gun to the prisoner. The nun gives the soldier a book.
Set41	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The chef gives a gun to the prisoner	The gun gives a book to the soldier	The chef gives a gun to the prisoner. The gun gives a book to the soldier.
Set41	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The dancer sells the policeman a pie	The nun gives the soldier a book	The dancer sells the policeman a pie. The nun gives the soldier a book.
Set41	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The dancer sells the policeman a pie	The gun gives a book to the soldier	The dancer sells the policeman a pie. The gun gives a book to the soldier.
Set41	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The dancer sells a pie to the policeman	The nun gives the soldier a book	The dancer sells a pie to the policeman. The nun gives the soldier a book.
Set41	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The dancer sells a pie to the policeman	The gun gives a book to the soldier	The dancer sells a pie to the policeman. The gun gives a book to the soldier.
Set42	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The swimmer shows the soldier a gun	The painter shows the cowboy a ball	The swimmer shows the soldier a gun. The painter shows the cowboy a ball.
Set42	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The swimmer shows the soldier a gun	The painter shows a ball to the cowboy	The swimmer shows the soldier a gun. The painter shows a ball to the cowboy.
Set42	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The swimmer shows a gun to the soldier	The painter shows the cowboy a ball	The swimmer shows a gun to the soldier. The painter shows the cowboy a ball.
Set42	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The swimmer shows a gun to the soldier	The painter shows a ball to the cowboy	The swimmer shows a gun to the soldier. The painter shows a ball to the cowboy.
Set42	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The monk gives the doctor a cup	The painter shows the cowboy a ball	The monk gives the doctor a cup. The painter shows the cowboy a ball.
Set42	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The monk gives the doctor a cup	The painter shows a ball to the cowboy	The monk gives the doctor a cup. The painter shows a ball to the cowboy.
Set42	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The monk gives a cup to the doctor	The painter shows the cowboy a ball	The monk gives a cup to the doctor. The painter shows the cowboy a ball.
Set42	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The monk gives a cup to the doctor	The painter shows a ball to the cowboy	The monk gives a cup to the doctor. The painter shows a ball to the cowboy.
Set43	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher sells the burglar a banana	The monk sells the nun a jug	The teacher sells the burglar a banana. The monk sells the nun a jug.
Set43	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher sells the burglar a banana	The monk sells a jug to the nun	The teacher sells the burglar a banana. The monk sells a jug to the nun.
Set43	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher sells a banana to the burglar	The monk sells the nun a jug	The teacher sells a banana to the burglar. The monk sells the nun a jug.
Set43	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher sells a banana to the burglar	The monk sells a jug to the nun	The teacher sells a banana to the burglar. The monk sells a jug to the nun.
Set43	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The sailor throws the teacher a banana	The monk sells the nun a jug	The sailor throws the teacher a banana. The monk sells the nun a jug.
Set43	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The sailor throws the teacher a banana	The monk sells a jug to the nun	The sailor throws the teacher a banana. The monk sells a jug to the nun.
Set43	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The sailor throws a banana to the teacher	The monk sells the nun a jug	The sailor throws a banana to the teacher. The monk sells the nun a jug.
Set43	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The sailor throws a banana to the teacher	The monk sells a jug to the nun	The sailor throws a banana to the teacher. The monk sells a jug to the nun.
Set44	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher offers the soldier an apple	The policeman offers the doctor a jug	The teacher offers the soldier an apple. The policeman offers the doctor a jug.
Set44	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher offers the soldier an apple	The policeman offers a jug to the doctor	The teacher offers the soldier an apple. The policeman offers a jug to the doctor.
Set44	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher offers an apple to the soldier	The policeman offers the doctor a jug	The teacher offers an apple to the soldier. The policeman offers the doctor a jug.
Set44	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher offers an apple to the soldier	The policeman offers a jug to the doctor	The teacher offers an apple to the soldier. The policeman offers a jug to the doctor.
Set44	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The painter sells the sailor a gun	The policeman offers the doctor a jug	The painter sells the sailor a gun. The policeman offers the doctor a jug.
Set44	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The painter sells the sailor a gun	The policeman offers a jug to the doctor	The painter sells the sailor a gun. The policeman offers a jug to the doctor.
Set44	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The painter sells a gun to the sailor	The policeman offers the doctor a jug	The painter sells a gun to the sailor. The policeman offers the doctor a jug.
Set44	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The painter sells a gun to the sailor	The policeman offers a jug to the doctor	The painter sells a gun to the sailor. The policeman offers a jug to the doctor.
Set45	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The painter hands the doctor a pie	The dancer hands the cowboy an apple	The painter hands the doctor a pie. The dancer hands the cowboy an apple.
Set45	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The painter hands the doctor a pie	The dancer hands an apple to the cowboy	The painter hands the doctor a pie. The dancer hands an apple to the cowboy.
Set45	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The painter hands a pie to the doctor	The dancer hands the cowboy an apple	The painter hands a pie to the doctor. The dancer hands the cowboy an apple.
Set45	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The painter hands a pie to the doctor	The dancer hands an apple to the cowboy	The painter hands a pie to the doctor. The dancer hands an apple to the cowboy.
Set45	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The teacher offers the chef a banana	The dancer hands the cowboy an apple	The teacher offers the chef a banana. The dancer hands the cowboy an apple.
Set45	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The teacher offers the chef a banana	The dancer hands an apple to the cowboy	The teacher offers the chef a banana. The dancer hands an apple to the cowboy.
Set45	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The teacher offers a banana to the chef	The dancer hands the cowboy an apple	The teacher offers a banana to the chef. The dancer hands the cowboy an apple.
Set45	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The teacher offers a banana to the chef	The dancer hands an apple to the cowboy	The teacher offers a banana to the chef. The dancer hands an apple to the cowboy.
Set46	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The waitress gives the boxer a pie	The painter gives the swimmer a jug	The waitress gives the boxer a pie. The painter gives the swimmer a jug.
Set46	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The waitress gives the boxer a pie	The painter gives a jug to the swimmer	The waitress gives the boxer a pie. The painter gives a jug to the swimmer.
Set46	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The waitress gives a pie to the boxer	The painter gives the swimmer a jug	The waitress gives a pie to the boxer. The painter gives the swimmer a jug.
Set46	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The waitress gives a pie to the boxer	The painter gives a jug to the swimmer	The waitress gives a pie to the boxer. The painter gives a jug to the swimmer.
Set46	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The clown shows the sailor a banana	The painter gives the swimmer a jug	The clown shows the sailor a banana. The painter gives the swimmer a jug.
Set46	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The clown shows the sailor a banana	The painter gives a jug to the swimmer	The clown shows the sailor a banana. The painter gives a jug to the swimmer.
Set46	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The clown shows a banana to the sailor	The painter gives the swimmer a jug	The clown shows a banana to the sailor. The painter gives the swimmer a jug.
Set46	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The clown shows a banana to the sailor	The painter gives a jug to the swimmer	The clown shows a banana to the sailor. The painter gives a jug to the swimmer.
Set47	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The cowboy offers the swimmer a banana	The waitress offers the clown a cup	The cowboy offers the swimmer a banana. The waitress offers the clown a cup.
Set47	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The cowboy offers the swimmer a banana	The waitress offers a cup to the clown	The cowboy offers the swimmer a banana. The waitress offers a cup to the clown.
Set47	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The cowboy offers a banana to the swimmer	The waitress offers the clown a cup	The cowboy offers a banana to the swimmer. The waitress offers the clown a cup.
Set47	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The cowboy offers a banana to the swimmer	The waitress offers a cup to the clown	The cowboy offers a banana to the swimmer. The waitress offers a cup to the clown.
Set47	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The painter sells the sailor a gun	The waitress offers the clown a cup	The painter sells the sailor a gun. The waitress offers the clown a cup.
Set47	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The painter sells the sailor a gun	The waitress offers a cup to the clown	The painter sells the sailor a gun. The waitress offers a cup to the clown.
Set47	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The painter sells a gun to the sailor	The waitress offers the clown a cup	The painter sells a gun to the sailor. The waitress offers the clown a cup.
Set47	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The painter sells a gun to the sailor	The waitress offers a cup to the clown	The painter sells a gun to the sailor. The waitress offers a cup to the clown.
Set48	same verb	English_Prime	DO_Prime	DO_Target	English_Target	The waitress offers the doctor a cup	The cowboy offers the soldier an apple	The waitress offers the doctor a cup. The cowboy offers the soldier an apple.
Set48	same verb	English_Prime	DO_Prime	PO_Target	English_Target	The waitress offers the doctor a cup	The cowboy offers an apple to the soldier	The waitress offers the doctor a cup. The cowboy offers an apple to the soldier.
Set48	same verb	English_Prime	PO_Prime	DO_Target	English_Target	The waitress offers a cup to the doctor	The cowboy offers the soldier an apple	The waitress offers a cup to the doctor. The cowboy offers the soldier an apple.
Set48	same verb	English_Prime	PO_Prime	PO_Target	English_Target	The waitress offers a cup to the doctor	The cowboy offers an apple to the soldier	The waitress offers a cup to the doctor. The cowboy offers an apple to the soldier.
Set48	different verb	English_Prime	DO_Prime	DO_Target	English_Target	The policeman throws the swimmer a jug	The cowboy offers the soldier an apple	The policeman throws the swimmer a jug. The cowboy offers the soldier an apple.
Set48	different verb	English_Prime	DO_Prime	PO_Target	English_Target	The policeman throws the swimmer a jug	The cowboy offers an apple to the soldier	The policeman throws the swimmer a jug. The cowboy offers an apple to the soldier.
Set48	different verb	English_Prime	PO_Prime	DO_Target	English_Target	The policeman throws a jug to the swimmer	The cowboy offers the soldier an apple	The policeman throws a jug to the swimmer. The cowboy offers the soldier an apple.
Set48	different verb	English_Prime	PO_Prime	PO_Target	English_Target	The policeman throws a jug to the swimmer	The cowboy offers an apple to the soldier	The policeman throws a jug to the swimmer. The cowboy offers an apple to the soldier.
