Set	ExtraCondition	PrimeLanguage	PrimeType	TargetType	TargetLanguage	PrimeSentence	TargetSentence	FullSentence
Set42	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The closet of the wizard is blue	The nun's present is blue	The closet of the wizard is blue. The nun's present is blue.
Set42	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The closet of the wizard is blue	The present of the nun is blue	The closet of the wizard is blue. The present of the nun is blue.
Set43	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The pirate's yoyo is yellow	The nun's yoyo is yellow	The pirate's yoyo is yellow. The nun's yoyo is yellow.
Set43	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The pirate's yoyo is yellow	The yoyo of the nun is yellow	The pirate's yoyo is yellow. The yoyo of the nun is yellow.
Set43	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The yoyo of the pirate is yellow	The nun's yoyo is yellow	The yoyo of the pirate is yellow. The nun's yoyo is yellow.
Set43	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The yoyo of the pirate is yellow	The yoyo of the nun is yellow	The yoyo of the pirate is yellow. The yoyo of the nun is yellow.
Set43	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The pirate's towel is yellow	The nun's yoyo is yellow	The pirate's towel is yellow. The nun's yoyo is yellow.
Set43	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The pirate's towel is yellow	The yoyo of the nun is yellow	The pirate's towel is yellow. The yoyo of the nun is yellow.
Set43	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The towel of the pirate is yellow	The nun's yoyo is yellow	The towel of the pirate is yellow. The nun's yoyo is yellow.
Set43	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The towel of the pirate is yellow	The yoyo of the nun is yellow	The towel of the pirate is yellow. The yoyo of the nun is yellow.
Set44	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's bandaid is red	The boy's bandaid is red	The girl's bandaid is red. The boy's bandaid is red.
Set44	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's bandaid is red	The bandaid of the boy is red	The girl's bandaid is red. The bandaid of the boy is red.
Set44	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The bandaid of the girl is red	The boy's bandaid is red	The bandaid of the girl is red. The boy's bandaid is red.
Set44	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The bandaid of the girl is red	The bandaid of the boy is red	The bandaid of the girl is red. The bandaid of the boy is red.
Set44	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The girl's pencil is red	The boy's bandaid is red	The girl's pencil is red. The boy's bandaid is red.
Set44	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The girl's pencil is red	The bandaid of the boy is red	The girl's pencil is red. The bandaid of the boy is red.
Set44	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The pencil of the girl is red	The boy's bandaid is red	The pencil of the girl is red. The boy's bandaid is red.
Set44	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The pencil of the girl is red	The bandaid of the boy is red	The pencil of the girl is red. The bandaid of the boy is red.
Set45	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's zebra is green	The pirate's zebra is green	The wizard's zebra is green. The pirate's zebra is green.
Set45	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's zebra is green	The zebra of the pirate is green	The wizard's zebra is green. The zebra of the pirate is green.
Set45	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The zebra of the wizard is green	The pirate's zebra is green	The zebra of the wizard is green. The pirate's zebra is green.
Set45	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The zebra of the wizard is green	The zebra of the pirate is green	The zebra of the wizard is green. The zebra of the pirate is green.
Set45	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The wizard's trashcan is green	The pirate's zebra is green	The wizard's trashcan is green. The pirate's zebra is green.
Set45	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The wizard's trashcan is green	The zebra of the pirate is green	The wizard's trashcan is green. The zebra of the pirate is green.
Set45	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The trashcan of the wizard is green	The pirate's zebra is green	The trashcan of the wizard is green. The pirate's zebra is green.
Set45	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The trashcan of the wizard is green	The zebra of the pirate is green	The trashcan of the wizard is green. The zebra of the pirate is green.
Set46	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's hippo is green	The witch's hippo is green	The priest's hippo is green. The witch's hippo is green.
Set46	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's hippo is green	The hippo of the witch is green	The priest's hippo is green. The hippo of the witch is green.
Set46	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The hippo of the priest is green	The witch's hippo is green	The hippo of the priest is green. The witch's hippo is green.
Set46	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The hippo of the priest is green	The hippo of the witch is green	The hippo of the priest is green. The hippo of the witch is green.
Set46	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's necklace is green	The witch's hippo is green	The priest's necklace is green. The witch's hippo is green.
Set46	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's necklace is green	The hippo of the witch is green	The priest's necklace is green. The hippo of the witch is green.
Set46	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The necklace of the priest is green	The witch's hippo is green	The necklace of the priest is green. The witch's hippo is green.
Set46	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The necklace of the priest is green	The hippo of the witch is green	The necklace of the priest is green. The hippo of the witch is green.
Set47	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's pipe is red	The boy's pipe is red	The priest's pipe is red. The boy's pipe is red.
Set47	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's pipe is red	The pipe of the boy is red	The priest's pipe is red. The pipe of the boy is red.
Set47	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The pipe of the priest is red	The boy's pipe is red	The pipe of the priest is red. The boy's pipe is red.
Set47	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The pipe of the priest is red	The pipe of the boy is red	The pipe of the priest is red. The pipe of the boy is red.
Set47	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The priest's lock is red	The boy's pipe is red	The priest's lock is red. The boy's pipe is red.
Set47	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The priest's lock is red	The pipe of the boy is red	The priest's lock is red. The pipe of the boy is red.
Set47	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The lock of the priest is red	The boy's pipe is red	The lock of the priest is red. The boy's pipe is red.
Set47	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The lock of the priest is red	The pipe of the boy is red	The lock of the priest is red. The pipe of the boy is red.
Set48	same object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's snake is yellow	The pirate's snake is yellow	The nun's snake is yellow. The pirate's snake is yellow.
Set48	same object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's snake is yellow	The snake of the pirate is yellow	The nun's snake is yellow. The snake of the pirate is yellow.
Set48	same object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The snake of the nun is yellow	The pirate's snake is yellow	The snake of the nun is yellow. The pirate's snake is yellow.
Set48	same object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The snake of the nun is yellow	The snake of the pirate is yellow	The snake of the nun is yellow. The snake of the pirate is yellow.
Set48	different object	English_Prime	s-genitive_Prime	s-genitive_Target	English_Target	The nun's tear is yellow	The pirate's snake is yellow	The nun's tear is yellow. The pirate's snake is yellow.
Set48	different object	English_Prime	s-genitive_Prime	of-genitive_Target	English_Target	The nun's tear is yellow	The snake of the pirate is yellow	The nun's tear is yellow. The snake of the pirate is yellow.
Set48	different object	English_Prime	of-genitive_Prime	s-genitive_Target	English_Target	The tear of the nun is yellow	The pirate's snake is yellow	The tear of the nun is yellow. The pirate's snake is yellow.
Set48	different object	English_Prime	of-genitive_Prime	of-genitive_Target	English_Target	The tear of the nun is yellow	The snake of the pirate is yellow	The tear of the nun is yellow. The snake of the pirate is yellow.
